Sampling_Date,Ponds,Conductivity,Temperature,pH,Month_Name,Year,Month,Season
1978-05-10,Western_Arm_Spring_Inflow,,15.0,,May,1978,5,Spring
1978-05-31,Central_Arm,410.0,22.0,7.6,May,1978,5,Spring
1978-05-31,Central_Arm,340.0,18.0,8.4,May,1978,5,Spring
1978-05-31,Eastern_Arm,390.0,21.0,8.4,May,1978,5,Spring
1978-05-31,Eastern_Arm,400.0,21.0,8.4,May,1978,5,Spring
1978-05-31,Western_Arm_Spring_Inflow,400.0,19.5,8.0,May,1978,5,Spring
1978-06-14,Central_Arm,,17.5,8.0,June,1978,6,Summer
1978-06-14,Central_Arm,,17.0,9.0,June,1978,6,Summer
1978-06-14,Eastern_Arm,,18.0,8.9,June,1978,6,Summer
1978-06-14,Eastern_Arm,,16.5,8.6,June,1978,6,Summer
1978-06-14,Western_Arm_Spring_Inflow,,17.0,7.8,June,1978,6,Summer
1978-07-05,Central_Arm,380.0,13.5,8.0,July,1978,7,Summer
1978-07-05,Central_Arm,380.0,14.0,8.9,July,1978,7,Summer
1978-07-05,Eastern_Arm,330.0,14.0,8.9,July,1978,7,Summer
1978-07-05,Eastern_Arm,400.0,15.0,7.7,July,1978,7,Summer
1978-07-05,Western_Arm_Spring_Inflow,400.0,14.5,7.5,July,1978,7,Summer
1978-09-26,Central_Arm,550.0,15.5,7.5,September,1978,9,Autumn
1978-09-26,Central_Arm,280.0,15.0,9.8,September,1978,9,Autumn
1978-09-26,Eastern_Arm,340.0,15.5,9.4,September,1978,9,Autumn
1978-09-26,Eastern_Arm,440.0,16.5,8.6,September,1978,9,Autumn
1978-09-26,Western_Arm_Spring_Inflow,600.0,13.5,7.4,September,1978,9,Autumn
1978-11-02,Central_Arm,340.0,14.0,7.5,November,1978,11,Autumn
1978-11-02,Central_Arm,320.0,14.0,7.6,November,1978,11,Autumn
1978-11-02,Eastern_Arm,360.0,14.0,7.6,November,1978,11,Autumn
1978-11-02,Eastern_Arm,450.0,13.5,7.4,November,1978,11,Autumn
1978-11-02,Western_Arm_Spring_Inflow,600.0,,7.1,November,1978,11,Autumn
1978-12-07,Central_Arm,,8.5,8.1,December,1978,12,Winter
1978-12-07,Central_Arm,,7.5,8.1,December,1978,12,Winter
1978-12-07,Eastern_Arm,,7.5,7.6,December,1978,12,Winter
1978-12-07,Eastern_Arm,,7.0,7.9,December,1978,12,Winter
1978-12-07,Western_Arm_Spring_Inflow,,8.5,7.7,December,1978,12,Winter
1979-02-07,Eastern_Arm,280.0,5.0,7.5,February,1979,2,Winter
1979-02-07,Central_Arm,490.0,3.0,8.1,February,1979,2,Winter
1979-02-07,Eastern_Arm,450.0,3.5,7.8,February,1979,2,Winter
1979-02-07,Eastern_Arm,490.0,4.0,7.8,February,1979,2,Winter
1979-02-07,Western_Arm_Spring_Inflow,550.0,3.5,8.0,February,1979,2,Winter
1979-02-08,Central_Arm,550.0,3.0,8.0,February,1979,2,Winter
1979-03-15,Eastern_Arm,290.0,5.5,7.4,March,1979,3,Spring
1979-03-15,Central_Arm,400.0,6.5,8.0,March,1979,3,Spring
1979-03-15,Central_Arm,375.0,6.0,8.0,March,1979,3,Spring
1979-03-15,Eastern_Arm,380.0,6.0,8.0,March,1979,3,Spring
1979-03-15,Eastern_Arm,380.0,6.5,7.8,March,1979,3,Spring
1979-03-15,Western_Arm_Spring_Inflow,430.0,6.5,7.8,March,1979,3,Spring
1979-04-25,Eastern_Arm,,8.0,7.7,April,1979,4,Spring
1979-04-25,Central_Arm,,8.5,7.9,April,1979,4,Spring
1979-04-25,Central_Arm,,8.0,8.0,April,1979,4,Spring
1979-04-25,Eastern_Arm,,11.0,7.8,April,1979,4,Spring
1979-04-25,Eastern_Arm,,11.5,8.0,April,1979,4,Spring
1979-04-25,Western_Arm_Spring_Inflow,,11.0,7.8,April,1979,4,Spring
1979-05-23,Central_Arm,,15.5,7.9,May,1979,5,Spring
1979-05-23,Central_Arm,,16.5,8.0,May,1979,5,Spring
1979-05-23,Eastern_Arm,,15.5,7.95,May,1979,5,Spring
1979-05-23,Eastern_Arm,,16.0,8.1,May,1979,5,Spring
1979-05-23,Western_Arm_Spring_Inflow,,15.5,7.8,May,1979,5,Spring
1979-05-24,Eastern_Arm,,17.5,7.97,May,1979,5,Spring
1979-05-24,Central_Arm,,15.5,7.9,May,1979,5,Spring
1979-05-24,Central_Arm,,16.5,8.0,May,1979,5,Spring
1979-05-24,Eastern_Arm,,15.5,7.95,May,1979,5,Spring
1979-05-24,Eastern_Arm,,16.0,8.1,May,1979,5,Spring
1979-05-24,Western_Arm_Spring_Inflow,,15.5,,May,1979,5,Spring
1979-06-26,Eastern_Arm,390.0,18.5,8.7,June,1979,6,Summer
1979-06-27,Eastern_Arm,495.0,11.0,7.85,June,1979,6,Summer
1979-06-27,Central_Arm,390.0,18.5,8.4,June,1979,6,Summer
1979-06-27,Central_Arm,361.0,19.0,9.0,June,1979,6,Summer
1979-06-27,Eastern_Arm,390.0,18.5,8.7,June,1979,6,Summer
1979-06-27,Eastern_Arm,470.0,18.5,8.1,June,1979,6,Summer
1979-06-27,Western_Arm_Spring_Inflow,489.0,17.0,7.75,June,1979,6,Summer
1979-08-01,Eastern_Arm,470.0,14.5,7.95,August,1979,8,Summer
1979-08-01,Central_Arm,350.0,18.5,8.6,August,1979,8,Summer
1979-08-01,Central_Arm,320.0,20.0,9.0,August,1979,8,Summer
1979-08-01,Eastern_Arm,370.0,18.0,8.7,August,1979,8,Summer
1979-08-01,Eastern_Arm,440.0,19.5,7.9,August,1979,8,Summer
1979-08-01,Western_Arm_Spring_Inflow,430.0,17.0,7.5,August,1979,8,Summer
1979-09-05,Eastern_Arm,490.0,13.0,7.85,September,1979,9,Autumn
1979-09-05,Central_Arm,350.0,16.5,9.0,September,1979,9,Autumn
1979-09-05,Central_Arm,350.0,17.2,8.15,September,1979,9,Autumn
1979-09-05,Eastern_Arm,330.0,16.8,9.45,September,1979,9,Autumn
1979-09-05,Eastern_Arm,420.0,,8.7,September,1979,9,Autumn
1979-09-05,Western_Arm_Spring_Inflow,470.0,15.7,7.6,September,1979,9,Autumn
1979-10-02,Eastern_Arm,450.0,11.4,8.0,October,1979,10,Autumn
1979-10-02,Central_Arm,500.0,14.2,7.9,October,1979,10,Autumn
1979-10-02,Central_Arm,350.0,14.2,8.15,October,1979,10,Autumn
1979-10-02,Eastern_Arm,310.0,14.3,9.3,October,1979,10,Autumn
1979-10-02,Eastern_Arm,370.0,14.8,8.7,October,1979,10,Autumn
1979-10-02,Western_Arm_Spring_Inflow,500.0,13.4,7.7,October,1979,10,Autumn
1979-11-02,Eastern_Arm,325.0,10.2,7.8,November,1979,11,Autumn
1979-11-02,Central_Arm,420.0,10.2,7.9,November,1979,11,Autumn
1979-11-02,Central_Arm,385.0,9.8,7.8,November,1979,11,Autumn
1979-11-02,Eastern_Arm,385.0,10.2,8.2,November,1979,11,Autumn
1979-11-02,Eastern_Arm,420.0,11.0,7.75,November,1979,11,Autumn
1979-11-02,Western_Arm_Spring_Inflow,500.0,10.2,7.7,November,1979,11,Autumn
1979-11-29,Eastern_Arm,370.0,12.0,7.55,November,1979,11,Autumn
1979-11-29,Central_Arm,500.0,11.6,7.8,November,1979,11,Autumn
1979-11-29,Central_Arm,480.0,10.6,7.7,November,1979,11,Autumn
1979-11-29,Eastern_Arm,470.0,11.2,7.9,November,1979,11,Autumn
1979-11-29,Eastern_Arm,500.0,10.0,7.8,November,1979,11,Autumn
1979-11-29,Western_Arm_Spring_Inflow,525.0,11.2,8.2,November,1979,11,Autumn
1980-01-15,Eastern_Arm,350.0,5.0,7.55,January,1980,1,Winter
1980-01-15,Eastern_Arm,500.0,3.0,7.8,January,1980,1,Winter
1980-01-15,Western_Arm_Spring_Inflow,510.0,3.0,7.85,January,1980,1,Winter
1980-02-20,Eastern_Arm,320.0,8.0,7.8,February,1980,2,Winter
1980-02-20,Central_Arm,560.0,8.0,8.0,February,1980,2,Winter
1980-02-20,Central_Arm,470.0,8.0,8.0,February,1980,2,Winter
1980-02-20,Eastern_Arm,460.0,8.0,7.9,February,1980,2,Winter
1980-02-20,Eastern_Arm,480.0,8.0,7.9,February,1980,2,Winter
1980-02-20,Western_Arm_Spring_Inflow,550.0,8.0,7.9,February,1980,2,Winter
1980-03-25,Eastern_Arm,490.0,6.5,8.2,March,1980,3,Spring
1980-03-25,Central_Arm,550.0,7.0,8.2,March,1980,3,Spring
1980-03-25,Central_Arm,480.0,6.5,8.4,March,1980,3,Spring
1980-03-25,Eastern_Arm,480.0,6.5,8.2,March,1980,3,Spring
1980-03-25,Eastern_Arm,370.0,7.5,7.8,March,1980,3,Spring
1980-03-25,Western_Arm_Spring_Inflow,550.0,7.5,8.1,March,1980,3,Spring
1980-04-23,Eastern_Arm,400.0,10.5,7.8,April,1980,4,Spring
1980-04-23,Central_Arm,480.0,12.0,8.0,April,1980,4,Spring
1980-04-23,Central_Arm,450.0,12.0,8.0,April,1980,4,Spring
1980-04-23,Eastern_Arm,460.0,12.0,7.9,April,1980,4,Spring
1980-04-23,Eastern_Arm,460.0,10.5,8.1,April,1980,4,Spring
1980-04-23,Western_Arm_Spring_Inflow,480.0,12.0,7.9,April,1980,4,Spring
1980-05-15,Central_Arm,440.0,,8.2,May,1980,5,Spring
1980-05-22,Central_Arm,380.0,,8.2,May,1980,5,Spring
1980-05-29,Central_Arm,382.0,,8.0,May,1980,5,Spring
1980-06-04,Central_Arm,376.0,,7.9,June,1980,6,Summer
1980-06-12,Central_Arm,353.0,,8.0,June,1980,6,Summer
1980-06-19,Central_Arm,334.0,,8.4,June,1980,6,Summer
1980-06-26,Central_Arm,321.0,,8.8,June,1980,6,Summer
1980-07-02,Central_Arm,314.0,,8.7,July,1980,7,Summer
1980-07-10,Central_Arm,301.0,,9.1,July,1980,7,Summer
1980-07-17,Central_Arm,296.0,,9.3,July,1980,7,Summer
1980-07-23,Central_Arm,368.0,,8.4,July,1980,7,Summer
1980-07-30,Central_Arm,301.0,,8.8,July,1980,7,Summer
1980-08-07,Central_Arm,322.0,,8.4,August,1980,8,Summer
1980-08-21,Central_Arm,327.0,,8.7,August,1980,8,Summer
1980-08-28,Central_Arm,250.0,,8.9,August,1980,8,Summer
1980-09-03,Central_Arm,328.0,,8.4,September,1980,9,Autumn
1980-09-10,Central_Arm,296.0,,7.9,September,1980,9,Autumn
1980-09-18,Central_Arm,334.0,,8.5,September,1980,9,Autumn
1980-09-25,Central_Arm,329.0,,8.5,September,1980,9,Autumn
1980-11-05,Central_Arm,471.0,,8.0,November,1980,11,Autumn
1980-11-05,Central_Arm,471.0,,8.1,November,1980,11,Autumn
1980-11-05,Eastern_Arm,471.0,5.5,7.9,November,1980,11,Autumn
1980-11-05,Eastern_Arm,530.0,5.5,7.8,November,1980,11,Autumn
1980-11-05,Western_Arm_Spring_Inflow,524.0,5.5,7.9,November,1980,11,Autumn
1980-11-05,Western_Arm,482.0,6.5,8.0,November,1980,11,Autumn
1980-12-01,Central_Arm,526.0,4.0,8.0,December,1980,12,Winter
1980-12-01,Eastern_Arm,486.0,4.0,7.9,December,1980,12,Winter
1980-12-01,Eastern_Arm,515.0,3.0,7.8,December,1980,12,Winter
1981-01-15,Central_Arm,595.0,4.5,8.2,January,1981,1,Winter
1981-01-15,Central_Arm,574.0,4.5,8.2,January,1981,1,Winter
1981-01-15,Eastern_Arm,545.0,4.0,8.1,January,1981,1,Winter
1981-01-15,Eastern_Arm,554.0,4.0,8.1,January,1981,1,Winter
1981-01-15,Western_Arm_Spring_Inflow,619.0,5.5,8.0,January,1981,1,Winter
1981-01-15,Western_Arm,589.0,4.5,8.1,January,1981,1,Winter
1981-02-12,Central_Arm,603.0,6.5,8.2,February,1981,2,Winter
1981-02-12,Central_Arm,580.0,6.0,8.2,February,1981,2,Winter
1981-02-12,Eastern_Arm,580.0,6.0,8.2,February,1981,2,Winter
1981-02-12,Eastern_Arm,590.0,,8.1,February,1981,2,Winter
1981-02-12,Western_Arm_Spring_Inflow,613.0,6.5,7.8,February,1981,2,Winter
1981-02-12,Western_Arm,590.0,6.5,8.1,February,1981,2,Winter
1981-03-12,Central_Arm,420.0,9.5,8.1,March,1981,3,Spring
1981-03-12,Central_Arm,490.0,9.5,8.3,March,1981,3,Spring
1981-03-12,Eastern_Arm,459.0,9.5,8.0,March,1981,3,Spring
1981-03-12,Eastern_Arm,392.0,9.5,7.6,March,1981,3,Spring
1981-03-12,Western_Arm_Spring_Inflow,504.0,9.5,7.4,March,1981,3,Spring
1981-03-12,Western_Arm,605.0,9.5,6.0,March,1981,3,Spring
1981-04-28,Central_Arm,476.0,8.0,8.3,April,1981,4,Spring
1981-04-28,Central_Arm,465.0,8.5,8.5,April,1981,4,Spring
1981-04-28,Eastern_Arm,449.0,7.5,8.4,April,1981,4,Spring
1981-04-28,Eastern_Arm,482.0,7.0,8.4,April,1981,4,Spring
1981-04-28,Western_Arm_Spring_Inflow,539.0,8.0,8.0,April,1981,4,Spring
1981-04-28,Western_Arm,482.0,8.0,8.2,April,1981,4,Spring
1981-06-10,Central_Arm,427.0,16.5,8.1,June,1981,6,Summer
1981-06-10,Central_Arm,379.0,17.0,8.2,June,1981,6,Summer
1981-06-10,Eastern_Arm,379.0,16.0,8.0,June,1981,6,Summer
1981-06-10,Eastern_Arm,433.0,17.0,8.0,June,1981,6,Summer
1981-06-10,Western_Arm_Spring_Inflow,460.0,16.5,7.7,June,1981,6,Summer
1981-06-10,Western_Arm,411.0,16.5,8.1,June,1981,6,Summer
1981-07-23,Central_Arm,405.0,17.0,8.1,July,1981,7,Summer
1981-07-23,Central_Arm,312.0,16.5,8.5,July,1981,7,Summer
1981-07-23,Eastern_Arm,350.0,17.5,8.7,July,1981,7,Summer
1981-07-23,Eastern_Arm,537.0,17.0,7.7,July,1981,7,Summer
1981-07-23,Western_Arm_Spring_Inflow,438.0,15.0,7.4,July,1981,7,Summer
1981-07-23,Western_Arm,394.0,17.0,8.0,July,1981,7,Summer
1981-09-02,Central_Arm,491.0,18.0,7.9,September,1981,9,Autumn
1981-09-02,Central_Arm,419.0,18.5,8.1,September,1981,9,Autumn
1981-09-02,Eastern_Arm,358.0,19.0,9.0,September,1981,9,Autumn
1981-09-02,Eastern_Arm,429.0,18.5,7.6,September,1981,9,Autumn
1981-09-02,Western_Arm_Spring_Inflow,429.0,,7.5,September,1981,9,Autumn
1981-09-02,Western_Arm,429.0,18.0,8.0,September,1981,9,Autumn
1981-09-29,Central_Arm,434.0,13.5,7.7,September,1981,9,Autumn
1981-09-29,Central_Arm,352.0,13.5,8.4,September,1981,9,Autumn
1981-09-29,Eastern_Arm,352.0,13.5,9.1,September,1981,9,Autumn
1981-09-29,Eastern_Arm,368.0,13.5,8.2,September,1981,9,Autumn
1981-09-29,Western_Arm_Spring_Inflow,455.0,12.5,7.6,September,1981,9,Autumn
1981-09-29,Western_Arm,394.0,13.6,8.0,September,1981,9,Autumn
1981-10-22,Central_Arm,487.0,8.5,8.2,October,1981,10,Autumn
1981-10-22,Central_Arm,444.0,9.0,8.6,October,1981,10,Autumn
1981-10-22,Eastern_Arm,455.0,8.5,8.6,October,1981,10,Autumn
1981-10-22,Eastern_Arm,508.0,8.3,7.8,October,1981,10,Autumn
1981-10-22,Western_Arm_Spring_Inflow,548.0,9.0,7.8,October,1981,10,Autumn
1981-10-22,Western_Arm,465.0,9.5,8.2,October,1981,10,Autumn
1981-11-26,Central_Arm,580.0,8.0,7.8,November,1981,11,Autumn
1981-11-26,Central_Arm,538.0,8.0,7.8,November,1981,11,Autumn
1981-11-26,Eastern_Arm,512.0,8.0,7.7,November,1981,11,Autumn
1981-11-26,Eastern_Arm,544.0,7.5,7.5,November,1981,11,Autumn
1981-11-26,Western_Arm_Spring_Inflow,560.0,,7.6,November,1981,11,Autumn
1981-11-26,Western_Arm,546.0,8.0,7.8,November,1981,11,Autumn
1981-12-17,Central_Arm,560.0,2.5,8.0,December,1981,12,Winter
1981-12-17,Central_Arm,504.0,2.5,8.1,December,1981,12,Winter
1981-12-17,Eastern_Arm,504.0,2.5,7.8,December,1981,12,Winter
1981-12-17,Eastern_Arm,504.0,3.5,7.7,December,1981,12,Winter
1981-12-17,Western_Arm_Spring_Inflow,616.0,3.0,7.8,December,1981,12,Winter
1981-12-17,Western_Arm,560.0,2.0,7.9,December,1981,12,Winter
1982-02-01,Central_Arm,621.0,7.5,7.7,February,1982,2,Winter
1982-02-01,Central_Arm,536.0,7.0,7.8,February,1982,2,Winter
1982-02-01,Eastern_Arm,504.0,7.0,7.6,February,1982,2,Winter
1982-02-01,Eastern_Arm,531.0,8.0,7.5,February,1982,2,Winter
1982-02-01,Western_Arm_Spring_Inflow,627.0,8.0,7.4,February,1982,2,Winter
1982-02-01,Western_Arm,585.0,7.5,7.9,February,1982,2,Winter
1982-03-09,Central_Arm,533.0,7.5,8.1,March,1982,3,Spring
1982-03-09,Central_Arm,533.0,7.5,8.2,March,1982,3,Spring
1982-03-09,Eastern_Arm,522.0,7.5,8.1,March,1982,3,Spring
1982-03-09,Eastern_Arm,507.0,7.0,7.8,March,1982,3,Spring
1982-03-09,Western_Arm_Spring_Inflow,627.0,7.5,7.6,March,1982,3,Spring
1982-03-18,Central_Arm,533.0,7.5,8.1,March,1982,3,Spring
1982-03-18,Central_Arm,533.0,7.5,8.2,March,1982,3,Spring
1982-03-18,Eastern_Arm,522.0,7.5,8.1,March,1982,3,Spring
1982-03-18,Eastern_Arm,507.0,7.0,7.8,March,1982,3,Spring
1982-03-18,Western_Arm_Spring_Inflow,627.0,7.5,7.6,March,1982,3,Spring
1982-03-18,Western_Arm,548.0,7.5,8.1,March,1982,3,Spring
1982-05-07,Central_Arm,501.0,14.5,8.0,May,1982,5,Spring
1982-05-07,Central_Arm,491.0,14.0,8.1,May,1982,5,Spring
1982-05-07,Eastern_Arm,491.0,14.0,8.1,May,1982,5,Spring
1982-05-07,Eastern_Arm,460.0,14.0,8.3,May,1982,5,Spring
1982-05-07,Western_Arm_Spring_Inflow,511.0,14.0,8.2,May,1982,5,Spring
1982-05-07,Western_Arm,511.0,14.0,7.7,May,1982,5,Spring
1982-06-07,Central_Arm,463.0,15.0,8.2,June,1982,6,Summer
1982-06-07,Central_Arm,433.0,15.0,8.6,June,1982,6,Summer
1982-06-07,Eastern_Arm,439.0,15.5,8.5,June,1982,6,Summer
1982-06-07,Eastern_Arm,452.0,15.0,8.5,June,1982,6,Summer
1982-06-07,Western_Arm_Spring_Inflow,486.0,15.0,8.1,June,1982,6,Summer
1982-06-07,Western_Arm,449.0,15.0,8.4,June,1982,6,Summer
1982-06-29,Central_Arm,368.0,17.0,8.0,June,1982,6,Summer
1982-06-29,Central_Arm,399.0,18.5,8.7,June,1982,6,Summer
1982-06-29,Eastern_Arm,337.0,19.0,9.1,June,1982,6,Summer
1982-06-29,Eastern_Arm,399.0,18.5,7.8,June,1982,6,Summer
1982-06-29,Western_Arm_Spring_Inflow,409.0,16.0,7.6,June,1982,6,Summer
1982-06-30,Central_Arm,368.0,17.0,8.0,June,1982,6,Summer
1982-06-30,Central_Arm,,18.5,8.7,June,1982,6,Summer
1982-06-30,Eastern_Arm,337.0,19.0,9.1,June,1982,6,Summer
1982-06-30,Eastern_Arm,,18.5,7.8,June,1982,6,Summer
1982-06-30,Western_Arm_Spring_Inflow,,16.0,7.6,June,1982,6,Summer
1982-06-30,Western_Arm,368.0,17.5,8.5,June,1982,6,Summer
1982-08-17,Central_Arm,434.0,16.0,7.9,August,1982,8,Summer
1982-08-17,Central_Arm,314.0,18.0,10.6,August,1982,8,Summer
1982-08-17,Eastern_Arm,305.0,16.0,10.6,August,1982,8,Summer
1982-08-17,Eastern_Arm,445.0,18.5,8.8,August,1982,8,Summer
1982-08-17,Western_Arm_Spring_Inflow,470.0,16.5,7.7,August,1982,8,Summer
1982-08-17,Western_Arm,334.0,17.0,8.7,August,1982,8,Summer
1982-09-21,Central_Arm,355.0,15.0,8.2,September,1982,9,Autumn
1982-09-21,Central_Arm,334.0,16.0,8.7,September,1982,9,Autumn
1982-09-21,Eastern_Arm,355.0,14.5,8.8,September,1982,9,Autumn
1982-09-21,Eastern_Arm,481.0,16.5,8.1,September,1982,9,Autumn
1982-09-21,Western_Arm_Spring_Inflow,502.0,15.0,7.4,September,1982,9,Autumn
1982-09-21,Western_Arm,376.0,15.0,7.8,September,1982,9,Autumn
1982-10-19,Central_Arm,417.0,11.0,7.6,October,1982,10,Autumn
1982-10-19,Central_Arm,407.0,10.5,7.6,October,1982,10,Autumn
1982-10-19,Eastern_Arm,412.0,11.0,7.9,October,1982,10,Autumn
1982-10-19,Eastern_Arm,439.0,11.0,7.8,October,1982,10,Autumn
1982-10-19,Western_Arm_Spring_Inflow,512.0,11.0,7.7,October,1982,10,Autumn
1982-10-19,Western_Arm,407.0,10.5,7.6,October,1982,10,Autumn
1982-11-16,Central_Arm,524.0,8.5,8.2,November,1982,11,Autumn
1982-11-16,Central_Arm,471.0,9.5,8.2,November,1982,11,Autumn
1982-11-16,Eastern_Arm,471.0,9.0,8.1,November,1982,11,Autumn
1982-11-16,Eastern_Arm,476.0,8.0,8.0,November,1982,11,Autumn
1982-11-16,Western_Arm_Spring_Inflow,613.0,9.0,7.9,November,1982,11,Autumn
1982-11-16,Western_Arm,491.0,9.0,8.2,November,1982,11,Autumn
1982-12-21,Central_Arm,588.0,5.5,8.1,December,1982,12,Winter
1982-12-21,Central_Arm,515.0,5.5,8.1,December,1982,12,Winter
1982-12-21,Eastern_Arm,482.0,6.0,8.0,December,1982,12,Winter
1982-12-21,Eastern_Arm,488.0,6.0,7.9,December,1982,12,Winter
1982-12-21,Western_Arm_Spring_Inflow,613.0,6.0,6.9,December,1982,12,Winter
1982-12-21,Western_Arm,537.0,5.0,8.1,December,1982,12,Winter
1983-01-20,Central_Arm,610.0,5.5,7.9,January,1983,1,Winter
1983-01-20,Central_Arm,560.0,5.5,7.9,January,1983,1,Winter
1983-01-20,Eastern_Arm,520.0,6.0,7.8,January,1983,1,Winter
1983-01-20,Eastern_Arm,509.0,5.5,7.7,January,1983,1,Winter
1983-01-20,Western_Arm_Spring_Inflow,620.0,6.5,7.7,January,1983,1,Winter
1983-01-20,Western_Arm,580.0,5.5,8.0,January,1983,1,Winter
